origen_destino,residencia,trabajo,zona_residencia,zona_trabajo,trabajadores
28151 - 28094,28151,28094,06,06,1
28151 - 28104,28151,28104,06,03,5
28151 - 28107,28151,28107,06,06,27
28151 - 28108,28151,28108,06,06,7
28151 - 28113,28151,28113,06,04,1
28151 - 28114,28151,28114,06,06,3
28151 - 28115,28151,28115,06,05,10
28151 - 28118,28151,28118,06,06,1
28151 - 28121,28151,28121,06,06,6
28151 - 28122,28151,28122,06,07,1
28151 - 28123,28151,28123,06,03,2
28151 - 28124,28151,28124,06,06,1
28151 - 28127,28151,28127,06,05,15
28151 - 28129,28151,28129,06,02,31
28151 - 28130,28151,28130,06,03,4
28151 - 28134,28151,28134,06,02,75
28151 - 28144,28151,28144,06,11,1
28151 - 28145,28151,28145,06,07,24
28151 - 28148,28151,28148,06,03,10
28151 - 28151,28151,28151,06,06,291
28151 - 28152,28151,28152,06,05,3
28151 - 28153,28151,28153,06,06,51
28151 - 28158,28151,28158,06,06,1
28151 - 28162,28151,28162,06,07,4
28151 - 28163,28151,28163,06,07,3
28151 - 28164,28151,28164,06,07,19
28151 - 28168,28151,28168,06,06,5
28151 - 28169,28151,28169,06,06,8
28151 - 28176,28151,28176,06,05,1
28151 - 28901,28151,28901,06,06,9
28151 - 28902,28151,28902,06,06,5
28151 - 28903,28151,28903,06,02,37
28152 - 28005,28152,28005,05,03,27
28152 - 28006,28152,28006,05,02,330
28152 - 28007,28152,28007,05,04,59
28152 - 28009,28152,28009,05,02,2
28152 - 28010,28152,28010,05,11,13
28152 - 28013,28152,28013,05,04,4
28152 - 28014,28152,28014,05,03,9
28152 - 28015,28152,28015,05,09,19
28152 - 28018,28152,28018,05,11,5
28152 - 28022,28152,28022,05,05,65
28152 - 28023,28152,28023,05,11,9
28152 - 28024,28152,28024,05,06,1
28152 - 28032,28152,28032,05,07,1
28152 - 28038,28152,28038,05,11,3
28152 - 28040,28152,28040,05,04,1
28152 - 28044,28152,28044,05,11,31
28152 - 28045,28152,28045,05,02,43
28152 - 28046,28152,28046,05,11,9
28152 - 28047,28152,28047,05,05,179
28152 - 28049,28152,28049,05,03,19
28152 - 28053,28152,28053,05,07,3
28152 - 28054,28152,28054,05,11,11
28152 - 28056,28152,28056,05,10,1
28152 - 28058,28152,28058,05,04,29
28152 - 28061,28152,28061,05,05,74
28152 - 28065,28152,28065,05,04,47
28152 - 28066,28152,28066,05,09,4
28152 - 28068,28152,28068,05,11,9
28152 - 28072,28152,28072,05,05,72
28152 - 28073,28152,28073,05,04,3
28152 - 28074,28152,28074,05,04,32
28152 - 28079,28152,28079,05,01,3364
28152 - 28080,28152,28080,05,05,190
28152 - 28082,28152,28082,05,11,6
28152 - 28083,28152,28083,05,07,2
28152 - 28085,28152,28085,05,11,2
28152 - 28087,28152,28087,05,11,4
28152 - 28090,28152,28090,05,11,7
28152 - 28092,28152,28092,05,04,30
28152 - 28096,28152,28096,05,09,1
28152 - 28097,28152,28097,05,06,1
28152 - 28102,28152,28102,05,08,1
28152 - 28104,28152,28104,05,03,2
28152 - 28106,28152,28106,05,04,3
28152 - 28113,28152,28113,05,04,10
28152 - 28115,28152,28115,05,05,357
28152 - 28120,28152,28120,05,06,1
28152 - 28123,28152,28123,05,03,11
28152 - 28125,28152,28125,05,10,1
28152 - 28127,28152,28127,05,05,641
28152 - 28129,28152,28129,05,02,4
28152 - 28130,28152,28130,05,03,16
28152 - 28131,28152,28131,05,11,11
28152 - 28132,28152,28132,05,04,3
28152 - 28134,28152,28134,05,02,55
28152 - 28141,28152,28141,05,09,1
28152 - 28144,28152,28144,05,11,1
28152 - 28148,28152,28148,05,03,26
28152 - 28149,28152,28149,05,09,3
28152 - 28151,28152,28151,05,06,1
28152 - 28152,28152,28152,05,05,1045
28152 - 28153,28152,28153,05,06,2
28152 - 28160,28152,28160,05,11,7
28152 - 28161,28152,28161,05,04,6
28152 - 28162,28152,28162,05,07,1
28152 - 28167,28152,28167,05,03,2
28152 - 28169,28152,28169,05,06,3
28152 - 28176,28152,28176,05,05,23
28152 - 28177,28152,28177,05,11,18
28152 - 28181,28152,28181,05,05,32
28152 - 28903,28152,28903,05,02,101
28153 - 28002,28153,28002,06,03,1
28153 - 28005,28153,28005,06,03,9
28153 - 28006,28153,28006,06,02,16
28153 - 28007,28153,28007,06,04,1
28153 - 28009,28153,28009,06,02,7
28153 - 28014,28153,28014,06,03,1
28153 - 28020,28153,28020,06,06,2
28153 - 28021,28153,28021,06,06,1
28153 - 28030,28153,28030,06,06,1
28153 - 28033,28153,28033,06,08,1
28153 - 28040,28153,28040,06,04,1
28153 - 28041,28153,28041,06,02,2
28153 - 28045,28153,28045,06,02,4
28153 - 28047,28153,28047,06,05,1
28153 - 28049,28153,28049,06,03,3
28153 - 28053,28153,28053,06,07,1
28153 - 28059,28153,28059,06,07,1
28153 - 28067,28153,28067,06,06,1
28153 - 28079,28153,28079,06,01,95
28153 - 28085,28153,28085,06,11,1
28153 - 28086,28153,28086,06,07,1
28153 - 28104,28153,28104,06,03,2
28153 - 28107,28153,28107,06,06,6
28153 - 28108,28153,28108,06,06,2
28153 - 28115,28153,28115,06,05,2
28153 - 28118,28153,28118,06,06,2
28153 - 28122,28153,28122,06,07,1
28153 - 28127,28153,28127,06,05,2
28153 - 28129,28153,28129,06,02,2
28153 - 28134,28153,28134,06,02,3
28153 - 28145,28153,28145,06,07,2
28153 - 28148,28153,28148,06,03,1
28153 - 28151,28153,28151,06,06,11
28153 - 28153,28153,28153,06,06,67
28153 - 28162,28153,28162,06,07,2
28153 - 28164,28153,28164,06,07,1
28153 - 28169,28153,28169,06,06,1
28153 - 28178,28153,28178,06,09,1
28153 - 28901,28153,28901,06,06,1
28153 - 28903,28153,28903,06,02,8
28154 - 28002,28154,28002,08,03,19
28154 - 28005,28154,28005,08,03,364
28154 - 28006,28154,28006,08,02,18
28154 - 28007,28154,28007,08,04,5
28154 - 28009,28154,28009,08,02,10
28154 - 28013,28154,28013,08,04,1
28154 - 28014,28154,28014,08,03,48
28154 - 28018,28154,28018,08,11,1
28154 - 28022,28154,28022,08,05,5
28154 - 28025,28154,28025,08,08,1
28154 - 28026,28154,28026,08,05,1
28154 - 28032,28154,28032,08,07,3
28154 - 28033,28154,28033,08,08,22
28154 - 28040,28154,28040,08,04,6
28154 - 28041,28154,28041,08,02,1
28154 - 28045,28154,28045,08,02,2
28154 - 28047,28154,28047,08,05,1
28154 - 28048,28154,28048,08,08,1
28154 - 28049,28154,28049,08,03,44
28154 - 28052,28154,28052,08,08,1
28154 - 28053,28154,28053,08,07,4
28154 - 28055,28154,28055,08,08,1
28154 - 28058,28154,28058,08,04,4
28154 - 28065,28154,28065,08,04,9
28154 - 28074,28154,28074,08,04,6
28154 - 28075,28154,28075,08,08,106
28154 - 28079,28154,28079,08,01,664
28154 - 28080,28154,28080,08,05,3
28154 - 28083,28154,28083,08,07,17
28154 - 28084,28154,28084,08,03,28
28154 - 28091,28154,28091,08,08,2
28154 - 28092,28154,28092,08,04,4
28154 - 28100,28154,28100,08,08,8
28154 - 28101,28154,28101,08,08,1
28154 - 28102,28154,28102,08,08,1
28154 - 28104,28154,28104,08,03,9
28154 - 28106,28154,28106,08,04,3
28154 - 28107,28154,28107,08,06,1
28154 - 28113,28154,28113,08,04,3
28154 - 28115,28154,28115,08,05,25
28154 - 28121,28154,28121,08,06,1
28154 - 28123,28154,28123,08,03,13
28154 - 28127,28154,28127,08,05,8
28154 - 28129,28154,28129,08,02,1
28154 - 28130,28154,28130,08,03,55
28154 - 28132,28154,28132,08,04,1
28154 - 28134,28154,28134,08,02,30
28154 - 28144,28154,28144,08,11,1
28154 - 28146,28154,28146,08,08,1
28154 - 28148,28154,28148,08,03,186
28154 - 28154,28154,28154,08,08,525
28154 - 28156,28154,28156,08,07,1
28154 - 28161,28154,28161,08,04,2
28154 - 28162,28154,28162,08,07,2
28154 - 28165,28154,28165,08,08,1
28154 - 28166,28154,28166,08,08,1
28154 - 28167,28154,28167,08,03,10
28154 - 28168,28154,28168,08,06,1
28154 - 28172,28154,28172,08,08,56
28154 - 28176,28154,28176,08,05,1
28154 - 28179,28154,28179,08,08,1
28154 - 28180,28154,28180,08,08,4
28154 - 28903,28154,28903,08,02,25
28155 - 28014,28155,28014,08,03,12
28155 - 28025,28155,28025,08,08,12
28155 - 28035,28155,28035,08,08,1
28155 - 28040,28155,28040,08,04,1
28155 - 28043,28155,28043,08,08,1
28155 - 28052,28155,28052,08,08,1
28155 - 28055,28155,28055,08,08,7
28155 - 28058,28155,28058,08,04,1
28155 - 28065,28155,28065,08,04,1
28155 - 28074,28155,28074,08,04,1
28155 - 28079,28155,28079,08,01,46
28155 - 28084,28155,28084,08,03,2
28155 - 28102,28155,28102,08,08,1
28155 - 28113,28155,28113,08,04,1
28155 - 28115,28155,28115,08,05,2
28155 - 28122,28155,28122,08,07,1
28155 - 28123,28155,28123,08,03,2
28155 - 28130,28155,28130,08,03,2
28155 - 28134,28155,28134,08,02,1
28155 - 28146,28155,28146,08,08,4
28155 - 28155,28155,28155,08,08,22
28155 - 28180,28155,28180,08,08,31
28156 - 28002,28156,28002,07,03,2
28156 - 28005,28156,28005,07,03,122
28156 - 28006,28156,28006,07,02,10
28156 - 28007,28156,28007,07,04,1
28156 - 28009,28156,28009,07,02,1
28156 - 28014,28156,28014,07,03,6
28156 - 28022,28156,28022,07,05,1
28156 - 28032,28156,28032,07,07,11
28156 - 28033,28156,28033,07,08,1
28156 - 28040,28156,28040,07,04,1
28156 - 28045,28156,28045,07,02,1
28156 - 28049,28156,28049,07,03,8
28156 - 28053,28156,28053,07,07,8
28156 - 28059,28156,28059,07,07,2
28156 - 28065,28156,28065,07,04,2
28156 - 28069,28156,28069,07,06,1
28156 - 28073,28156,28073,07,04,1
28156 - 28074,28156,28074,07,04,2
28156 - 28079,28156,28079,07,01,132
28156 - 28083,28156,28083,07,07,21
28156 - 28096,28156,28096,07,09,1
28156 - 28104,28156,28104,07,03,2
28156 - 28108,28156,28108,07,06,1
28156 - 28113,28156,28113,07,04,1
28156 - 28115,28156,28115,07,05,5
28156 - 28123,28156,28123,07,03,4
28156 - 28127,28156,28127,07,05,2
28156 - 28129,28156,28129,07,02,2
28156 - 28130,28156,28130,07,03,6
28156 - 28134,28156,28134,07,02,11
28156 - 28148,28156,28148,07,03,21
28156 - 28151,28156,28151,07,06,2
28156 - 28152,28156,28152,07,05,1
28156 - 28154,28156,28154,07,08,4
28156 - 28156,28156,28156,07,07,40
28156 - 28161,28156,28161,07,04,1
28156 - 28162,28156,28162,07,07,1
28156 - 28172,28156,28172,07,08,1
28156 - 28903,28156,28903,07,02,6
28157 - 28005,28157,28005,08,03,2
28157 - 28006,28157,28006,08,02,2
28157 - 28007,28157,28007,08,04,1
28157 - 28013,28157,28013,08,04,5
28157 - 28014,28157,28014,08,03,29
28157 - 28015,28157,28015,08,09,1
28157 - 28019,28157,28019,08,08,5
28157 - 28022,28157,28022,08,05,1
28157 - 28033,28157,28033,08,08,3
28157 - 28040,28157,28040,08,04,4
28157 - 28043,28157,28043,08,08,9
28157 - 28049,28157,28049,08,03,3
28157 - 28052,28157,28052,08,08,9
28157 - 28065,28157,28065,08,04,1
28157 - 28066,28157,28066,08,09,1
28157 - 28074,28157,28074,08,04,5
28157 - 28079,28157,28079,08,01,66
28157 - 28091,28157,28091,08,08,3
28157 - 28096,28157,28096,08,09,1
28157 - 28102,28157,28102,08,08,2
28157 - 28110,28157,28110,08,08,2
28157 - 28115,28157,28115,08,05,2
28157 - 28123,28157,28123,08,03,5
28157 - 28130,28157,28130,08,03,1
28157 - 28132,28157,28132,08,04,1
28157 - 28147,28157,28147,08,08,1
28157 - 28149,28157,28149,08,09,1
28157 - 28157,28157,28157,08,08,26
28157 - 28161,28157,28161,08,04,2
28157 - 28167,28157,28167,08,03,2
28157 - 28168,28157,28168,08,06,1
28157 - 28170,28157,28170,08,08,1
28157 - 28173,28157,28173,08,08,1
28157 - 28180,28157,28180,08,08,7
28158 - 28002,28158,28002,06,03,2
28158 - 28005,28158,28005,06,03,5
28158 - 28006,28158,28006,06,02,13
28158 - 28007,28158,28007,06,04,1
28158 - 28009,28158,28009,06,02,5
28158 - 28014,28158,28014,06,03,1
28158 - 28021,28158,28021,06,06,1
28158 - 28028,28158,28028,06,06,9
28158 - 28029,28158,28029,06,06,1
28158 - 28030,28158,28030,06,06,7
28158 - 28038,28158,28038,06,11,1
28158 - 28045,28158,28045,06,02,6
28158 - 28049,28158,28049,06,03,1
28158 - 28063,28158,28063,06,06,1
28158 - 28068,28158,28068,06,11,1
28158 - 28074,28158,28074,06,04,1
28158 - 28079,28158,28079,06,01,89
28158 - 28080,28158,28080,06,05,2
28158 - 28084,28158,28084,06,03,1
28158 - 28085,28158,28085,06,11,3
28158 - 28086,28158,28086,06,07,3
28158 - 28094,28158,28094,06,06,1
28158 - 28108,28158,28108,06,06,4
28158 - 28113,28158,28113,06,04,1
28158 - 28115,28158,28115,06,05,6
28158 - 28127,28158,28127,06,05,1
28158 - 28129,28158,28129,06,02,4
28158 - 28134,28158,28134,06,02,5
28158 - 28144,28158,28144,06,11,1
28158 - 28148,28158,28148,06,03,2
28158 - 28151,28158,28151,06,06,3
28158 - 28158,28158,28158,06,06,42
28158 - 28169,28158,28169,06,06,5
28158 - 28182,28158,28182,06,06,2
28158 - 28902,28158,28902,06,06,1
28158 - 28903,28158,28903,06,02,2
28159 - 28005,28159,28005,10,03,1
28159 - 28007,28159,28007,10,04,3
28159 - 28010,28159,28010,10,11,1
28159 - 28022,28159,28022,10,05,2
28159 - 28026,28159,28026,10,05,2
28159 - 28042,28159,28042,10,10,1
28159 - 28047,28159,28047,10,05,1
28159 - 28065,28159,28065,10,04,1
28159 - 28068,28159,28068,10,11,5
28159 - 28074,28159,28074,10,04,2
28159 - 28079,28159,28079,10,01,66
28159 - 28080,28159,28080,10,05,5
28159 - 28115,28159,28115,10,05,5
28159 - 28125,28159,28125,10,10,10
28159 - 28127,28159,28127,10,05,7
28159 - 28130,28159,28130,10,03,1
28159 - 28131,28159,28131,10,11,12
28159 - 28133,28159,28133,10,10,1
28159 - 28144,28159,28144,10,11,2
28159 - 28152,28159,28152,10,05,7
28159 - 28159,28159,28159,10,10,33
28159 - 28176,28159,28176,10,05,1
28159 - 28177,28159,28177,10,11,1
28159 - 28183,28159,28183,10,10,1
28160 - 28002,28160,28002,11,03,3
28160 - 28005,28160,28005,11,03,7
28160 - 28006,28160,28006,11,02,80
28160 - 28007,28160,28007,11,04,43
28160 - 28008,28160,28008,11,09,1
28160 - 28010,28160,28010,11,11,3
28160 - 28013,28160,28013,11,04,2
28160 - 28014,28160,28014,11,03,3
28160 - 28015,28160,28015,11,09,6
28160 - 28022,28160,28022,11,05,40
28160 - 28023,28160,28023,11,11,1
28160 - 28026,28160,28026,11,05,15
28160 - 28027,28160,28027,11,06,1
28160 - 28028,28160,28028,11,06,1
28160 - 28031,28160,28031,11,10,1
28160 - 28038,28160,28038,11,11,5
28160 - 28040,28160,28040,11,04,4
28160 - 28042,28160,28042,11,10,11
28160 - 28044,28160,28044,11,11,28
28160 - 28045,28160,28045,11,02,18
28160 - 28046,28160,28046,11,11,4
28160 - 28047,28160,28047,11,05,47
28160 - 28049,28160,28049,11,03,11
28160 - 28051,28160,28051,11,10,3
28160 - 28054,28160,28054,11,11,37
28160 - 28056,28160,28056,11,10,2
28160 - 28058,28160,28058,11,04,15
28160 - 28061,28160,28061,11,05,31
28160 - 28065,28160,28065,11,04,35
28160 - 28066,28160,28066,11,09,40
28160 - 28068,28160,28068,11,11,5
28160 - 28069,28160,28069,11,06,1
28160 - 28072,28160,28072,11,05,2
28160 - 28073,28160,28073,11,04,11
28160 - 28074,28160,28074,11,04,39
28160 - 28079,28160,28079,11,01,1358
28160 - 28080,28160,28080,11,05,208
28160 - 28083,28160,28083,11,07,3
28160 - 28085,28160,28085,11,11,2
28160 - 28090,28160,28090,11,11,5
28160 - 28092,28160,28092,11,04,40
28160 - 28095,28160,28095,11,10,25
28160 - 28096,28160,28096,11,09,5
28160 - 28099,28160,28099,11,10,3
28160 - 28100,28160,28100,11,08,2
28160 - 28104,28160,28104,11,03,3
28160 - 28106,28160,28106,11,04,2
28160 - 28113,28160,28113,11,04,6
28160 - 28115,28160,28115,11,05,216
28160 - 28119,28160,28119,11,09,4
28160 - 28120,28160,28120,11,06,1
28160 - 28123,28160,28123,11,03,5
28160 - 28125,28160,28125,11,10,11
28160 - 28127,28160,28127,11,05,248
28160 - 28128,28160,28128,11,10,2
28160 - 28129,28160,28129,11,02,1
28160 - 28130,28160,28130,11,03,12
28160 - 28131,28160,28131,11,11,48
28160 - 28132,28160,28132,11,04,3
28160 - 28133,28160,28133,11,10,2
28160 - 28134,28160,28134,11,02,26
28160 - 28141,28160,28141,11,09,12
28160 - 28148,28160,28148,11,03,6
28160 - 28149,28160,28149,11,09,1
28160 - 28152,28160,28152,11,05,32
28160 - 28160,28160,28160,11,11,676
28160 - 28161,28160,28161,11,04,4
28160 - 28165,28160,28165,11,08,1
28160 - 28167,28160,28167,11,03,1
28160 - 28169,28160,28169,11,06,1
28160 - 28171,28160,28171,11,09,1
28160 - 28172,28160,28172,11,08,1
28160 - 28176,28160,28176,11,05,131
28160 - 28177,28160,28177,11,11,87
28160 - 28178,28160,28178,11,09,1
28160 - 28181,28160,28181,11,05,10
28160 - 28183,28160,28183,11,10,12
28160 - 28903,28160,28903,11,02,35
28161 - 28002,28161,28002,04,03,14
28161 - 28004,28161,28004,04,09,9
28161 - 28005,28161,28005,04,03,112
28161 - 28006,28161,28006,04,02,309
28161 - 28007,28161,28007,04,04,321
28161 - 28008,28161,28008,04,09,1
28161 - 28009,28161,28009,04,02,29
28161 - 28010,28161,28010,04,11,2
28161 - 28013,28161,28013,04,04,445
28161 - 28014,28161,28014,04,03,140
28161 - 28015,28161,28015,04,09,31
28161 - 28017,28161,28017,04,09,1
28161 - 28018,28161,28018,04,11,1
28161 - 28019,28161,28019,04,08,1
28161 - 28022,28161,28022,04,05,70
28161 - 28024,28161,28024,04,06,1
28161 - 28026,28161,28026,04,05,4
28161 - 28028,28161,28028,04,06,1
28161 - 28031,28161,28031,04,10,2
28161 - 28032,28161,28032,04,07,7
28161 - 28033,28161,28033,04,08,4
28161 - 28036,28161,28036,04,09,6
28161 - 28038,28161,28038,04,11,3
28161 - 28040,28161,28040,04,04,573
28161 - 28042,28161,28042,04,10,2
28161 - 28043,28161,28043,04,08,8
28161 - 28044,28161,28044,04,11,1
28161 - 28045,28161,28045,04,02,14
28161 - 28047,28161,28047,04,05,12
28161 - 28049,28161,28049,04,03,105
28161 - 28050,28161,28050,04,09,19
28161 - 28052,28161,28052,04,08,39
28161 - 28053,28161,28053,04,07,5
28161 - 28054,28161,28054,04,11,7
28161 - 28055,28161,28055,04,08,1
28161 - 28057,28161,28057,04,07,2
28161 - 28058,28161,28058,04,04,534
28161 - 28059,28161,28059,04,07,3
28161 - 28061,28161,28061,04,05,3
28161 - 28065,28161,28065,04,04,1727
28161 - 28066,28161,28066,04,09,51
28161 - 28068,28161,28068,04,11,1
28161 - 28072,28161,28072,04,05,2
28161 - 28073,28161,28073,04,04,114
28161 - 28074,28161,28074,04,04,519
28161 - 28075,28161,28075,04,08,6
28161 - 28079,28161,28079,04,01,10795
28161 - 28080,28161,28080,04,05,102
28161 - 28083,28161,28083,04,07,13
28161 - 28084,28161,28084,04,03,19
28161 - 28085,28161,28085,04,11,1
28161 - 28086,28161,28086,04,07,1
28161 - 28089,28161,28089,04,09,7
28161 - 28090,28161,28090,04,11,1
28161 - 28091,28161,28091,04,08,5
28161 - 28092,28161,28092,04,04,249
28161 - 28093,28161,28093,04,11,2
28161 - 28095,28161,28095,04,10,2
28161 - 28096,28161,28096,04,09,17
28161 - 28104,28161,28104,04,03,18
28161 - 28106,28161,28106,04,04,388
28161 - 28113,28161,28113,04,04,961
28161 - 28115,28161,28115,04,05,323
28161 - 28119,28161,28119,04,09,1
28161 - 28120,28161,28120,04,06,1
28161 - 28121,28161,28121,04,06,2
28161 - 28122,28161,28122,04,07,1
28161 - 28123,28161,28123,04,03,170
28161 - 28127,28161,28127,04,05,201
28161 - 28128,28161,28128,04,10,2
28161 - 28129,28161,28129,04,02,10
28161 - 28130,28161,28130,04,03,95
28161 - 28131,28161,28131,04,11,2
28161 - 28132,28161,28132,04,04,161
28161 - 28133,28161,28133,04,10,1
28161 - 28134,28161,28134,04,02,180
28161 - 28140,28161,28140,04,09,10
28161 - 28141,28161,28141,04,09,3
28161 - 28144,28161,28144,04,11,4
28161 - 28147,28161,28147,04,08,3
28161 - 28148,28161,28148,04,03,105
28161 - 28149,28161,28149,04,09,60
28161 - 28150,28161,28150,04,09,30
28161 - 28151,28161,28151,04,06,2
28161 - 28152,28161,28152,04,05,8
28161 - 28153,28161,28153,04,06,3
28161 - 28154,28161,28154,04,08,8
28161 - 28160,28161,28160,04,11,1
28161 - 28161,28161,28161,04,04,5976
28161 - 28162,28161,28162,04,07,2
28161 - 28164,28161,28164,04,07,1
28161 - 28165,28161,28165,04,08,2
28161 - 28167,28161,28167,04,03,11
28161 - 28170,28161,28170,04,08,1
28161 - 28171,28161,28171,04,09,2
28161 - 28172,28161,28172,04,08,2
28161 - 28175,28161,28175,04,09,1
28161 - 28176,28161,28176,04,05,6
28161 - 28177,28161,28177,04,11,10
28161 - 28178,28161,28178,04,09,1
28161 - 28180,28161,28180,04,08,3
28161 - 28181,28161,28181,04,05,45
28161 - 28901,28161,28901,04,06,1
28161 - 28903,28161,28903,04,02,116
28162 - 28002,28162,28002,07,03,6
28162 - 28005,28162,28005,07,03,48
28162 - 28006,28162,28006,07,02,143
28162 - 28007,28162,28007,07,04,1
28162 - 28009,28162,28009,07,02,106
28162 - 28013,28162,28013,07,04,1
28162 - 28014,28162,28014,07,03,5
28162 - 28022,28162,28022,07,05,4
28162 - 28032,28162,28032,07,07,2
28162 - 28040,28162,28040,07,04,1
28162 - 28041,28162,28041,07,02,8
28162 - 28042,28162,28042,07,10,3
28162 - 28045,28162,28045,07,02,14
28162 - 28049,28162,28049,07,03,15
28162 - 28053,28162,28053,07,07,12
28162 - 28055,28162,28055,07,08,1
28162 - 28058,28162,28058,07,04,2
28162 - 28059,28162,28059,07,07,29
28162 - 28065,28162,28065,07,04,10
28162 - 28066,28162,28066,07,09,1
28162 - 28067,28162,28067,07,06,1
28162 - 28073,28162,28073,07,04,2
28162 - 28074,28162,28074,07,04,4
28162 - 28075,28162,28075,07,08,1
28162 - 28079,28162,28079,07,01,450
28162 - 28080,28162,28080,07,05,4
28162 - 28083,28162,28083,07,07,1
28162 - 28086,28162,28086,07,07,1
28162 - 28087,28162,28087,07,11,1
28162 - 28090,28162,28090,07,11,2
28162 - 28092,28162,28092,07,04,3
28162 - 28093,28162,28093,07,11,1
28162 - 28096,28162,28096,07,09,1
28162 - 28104,28162,28104,07,03,7
28162 - 28106,28162,28106,07,04,1
28162 - 28108,28162,28108,07,06,1
28162 - 28113,28162,28113,07,04,1
28162 - 28115,28162,28115,07,05,16
28162 - 28122,28162,28122,07,07,1
28162 - 28123,28162,28123,07,03,3
28162 - 28127,28162,28127,07,05,13
28162 - 28129,28162,28129,07,02,9
28162 - 28130,28162,28130,07,03,11
28162 - 28134,28162,28134,07,02,114
28162 - 28144,28162,28144,07,11,1
28162 - 28145,28162,28145,07,07,5
28162 - 28148,28162,28148,07,03,8
28162 - 28151,28162,28151,07,06,1
28162 - 28152,28162,28152,07,05,1
28162 - 28154,28162,28154,07,08,1
28162 - 28160,28162,28160,07,11,1
28162 - 28161,28162,28161,07,04,1
28162 - 28162,28162,28162,07,07,156
28162 - 28164,28162,28164,07,07,3
28162 - 28179,28162,28179,07,08,1
28162 - 28181,28162,28181,07,05,1
28162 - 28902,28162,28902,07,06,2
28162 - 28903,28162,28903,07,02,17
28163 - 28002,28163,28002,07,03,1
28163 - 28005,28163,28005,07,03,6
28163 - 28006,28163,28006,07,02,20
28163 - 28007,28163,28007,07,04,1
28163 - 28009,28163,28009,07,02,7
28163 - 28014,28163,28014,07,03,1
28163 - 28021,28163,28021,07,06,1
28163 - 28027,28163,28027,07,06,1
28163 - 28030,28163,28030,07,06,1
28163 - 28041,28163,28041,07,02,1
28163 - 28049,28163,28049,07,03,1
28163 - 28053,28163,28053,07,07,2
28163 - 28059,28163,28059,07,07,3
28163 - 28079,28163,28079,07,01,50
28163 - 28086,28163,28086,07,07,3
28163 - 28106,28163,28106,07,04,1
28163 - 28108,28163,28108,07,06,1
28163 - 28123,28163,28123,07,03,1
28163 - 28127,28163,28127,07,05,2
28163 - 28129,28163,28129,07,02,4
28163 - 28130,28163,28130,07,03,2
28163 - 28134,28163,28134,07,02,15
28163 - 28145,28163,28145,07,07,6
28163 - 28148,28163,28148,07,03,4
28163 - 28151,28163,28151,07,06,3
28163 - 28162,28163,28162,07,07,2
28163 - 28163,28163,28163,07,07,20
28163 - 28164,28163,28164,07,07,1
28163 - 28168,28163,28168,07,06,1
28163 - 28169,28163,28169,07,06,1
28163 - 28172,28163,28172,07,08,1
28163 - 28903,28163,28903,07,02,4
28164 - 28002,28164,28002,07,03,2
28164 - 28005,28164,28005,07,03,42
28164 - 28006,28164,28006,07,02,154
28164 - 28007,28164,28007,07,04,5
28164 - 28009,28164,28009,07,02,66
28164 - 28021,28164,28021,07,06,1
28164 - 28022,28164,28022,07,05,1
28164 - 28023,28164,28023,07,11,1
28164 - 28029,28164,28029,07,06,2
28164 - 28032,28164,28032,07,07,2
28164 - 28040,28164,28040,07,04,3
28164 - 28041,28164,28041,07,02,10
28164 - 28042,28164,28042,07,10,3
28164 - 28045,28164,28045,07,02,17
28164 - 28049,28164,28049,07,03,9
28164 - 28053,28164,28053,07,07,6
28164 - 28058,28164,28058,07,04,4
28164 - 28059,28164,28059,07,07,52
28164 - 28061,28164,28061,07,05,1
28164 - 28065,28164,28065,07,04,11
28164 - 28073,28164,28073,07,04,1
28164 - 28074,28164,28074,07,04,4
28164 - 28079,28164,28079,07,01,455
28164 - 28080,28164,28080,07,05,1
28164 - 28083,28164,28083,07,07,2
28164 - 28085,28164,28085,07,11,1
28164 - 28086,28164,28086,07,07,6
28164 - 28090,28164,28090,07,11,1
28164 - 28092,28164,28092,07,04,5
28164 - 28104,28164,28104,07,03,8
28164 - 28107,28164,28107,07,06,1
28164 - 28108,28164,28108,07,06,2
28164 - 28113,28164,28113,07,04,1
28164 - 28115,28164,28115,07,05,17
28164 - 28116,28164,28116,07,08,1
28164 - 28123,28164,28123,07,03,2
28164 - 28127,28164,28127,07,05,10
28164 - 28128,28164,28128,07,10,1
28164 - 28129,28164,28129,07,02,16
28164 - 28130,28164,28130,07,03,3
28164 - 28134,28164,28134,07,02,107
28164 - 28144,28164,28144,07,11,1
28164 - 28145,28164,28145,07,07,36
28164 - 28148,28164,28148,07,03,15
28164 - 28149,28164,28149,07,09,2
28164 - 28151,28164,28151,07,06,4
28164 - 28153,28164,28153,07,06,1
28164 - 28161,28164,28161,07,04,1
28164 - 28162,28164,28162,07,07,11
28164 - 28164,28164,28164,07,07,171
28164 - 28168,28164,28168,07,06,1
28164 - 28169,28164,28169,07,06,3
28164 - 28172,28164,28172,07,08,1
28164 - 28181,28164,28181,07,05,1
28164 - 28901,28164,28901,07,06,1
28164 - 28903,28164,28903,07,02,18
28165 - 28002,28165,28002,08,03,1
28165 - 28005,28165,28005,08,03,28
28165 - 28006,28165,28006,08,02,9
28165 - 28007,28165,28007,08,04,2
28165 - 28011,28165,28011,08,08,1
28165 - 28014,28165,28014,08,03,131
28165 - 28019,28165,28019,08,08,1
28165 - 28022,28165,28022,08,05,1
